"state","potency","weight","price"
"DC",97,1,60
"NY",76,1,60
"NY",65,1,60
"NY",86,1,60
"NY",78,1,60
"NY",88,1,60
"NY",84,1,60
"NY",79,1,60
"NY",83,1,60
"NY",72,1,60
"NJ",50,1,60
"NY",78,1,60
"FL",78,1,60
"NY",58,1,60
"NY",74,1,60
"NY",77,1,60
"AZ",87,1,50
"FL",84,1,40
"NY",66,1,40
"NY",72,1,40
"NY",76,1,40
"FL",72,1,40
"NY",59,1,40
"AK",35,218,7500
"NJ",11,429,6800
"IL",42,248,6500
"IL",47,247,6000
"CT",51,123,4400
"CA",46,240,4400
"NC",69,116,4200
"TX",62,162,4000
"PA",44,123,3600
"VA",53,83,3600
"OH",43,121,3600
"PA",46,122,3600
"IL",74,120,3500
"MD",39,127,3500
"TN",39,111,3400
"OH",55,81,3300
"GA",68,104,3300
"LA",74,107,3200
"LA",21,119,3100
"CA",51,111,2800
"MA",62,55,2700
"VA",59,55,2600
"PA",48,65,2600
"NJ",33,99,2500
"CT",31,124,2500
"PA",42,124,2500
"TX",49,79,2500
"FL",53,81,2400
"VA",31,40,2400
"IL",44,87,2400
"LA",59,53,2200
"TX",47,83,2200
"VA",31,52,2200
"MD",60,54,2200
"CT",38,39,2200
"WA",75,72,2100
"GA",48,62,2100
"LA",57,42,2100
"VA",41,55,2000
"IL",74,51,2000
"MD",50,56,2000
"TN",63,55,2000
"MA",50,52,1900
"MD",42,28,1900
"MD",34,30,1900
"VA",39,59,1900
"CA",79,86,1800
"CA",78,86,1800
"TN",56,43,1800
"NJ",57,59,1800
"MD",61,61,1800
"GA",64,46,1800
"CT",51,58,1800
"NJ",8,56,1700
"NJ",49,55,1700
"IL",57,61,1700
"GA",60,47,1700
"NJ",48,55,1700
"NJ",46,51,1700
"NJ",52,57,1700
"IL",77,62,1700
"CA",60,48,1700
"NJ",43,54,1700
"NJ",38,50,1600
"MI",66,47,1600
"LA",47,25,1600
"NV",61,80,1600
"NJ",39,56,1600
"MI",66,47,1600
"NJ",60,54,1600
"MS",30,56,1500
"PA",36,45,1500
"CA",66,48,1500
"CA",76,81,1500
"IL",30,72,1500
"NY",54,36,1400
"IL",57,58,1400
"GA",48,54,1400
"KY",52,48,1400
"NJ",81,7,1300
"GA",49,45,1300
"VA",85,14,1300
"IL",58,48,1300
"NJ",42,44,1200
"PA",49,47,1200
"LA",16,41,1200
"NV",75,50,1200
"LA",52,55,1200
"IL",39,55,1200
"VA",48,24,1200
"FL",43,32,1200
"CA",57,67,1200
"NJ",25,30,1200
"PA",39,28,1100
"WI",49,26,1100
"CT",85,27,1100
"MD",74,26,1100
"CT",45,31,1100
"VA",57,27,1100
"NY",46,34,1000
"WI",51,25,1000
"KY",76,30,1000
"MA",34,27,1000
"CT",76,27,1000
"FL",52,26,1000
"IL",21,30,1000
"RI",53,30,1000
"NY",61,24,1000
"KY",33,30,990
"LA",46,19,970
"NY",70,30,960
"NY",76,30,960
"MD",20,28,930
"MI",66,20,900
"MO",77,10,900
"MD",69,26,900
"WA",70,25,900
"MD",55,28,900
"MO",63,24,900
"WI",89,23,900
"FL",77,24,900
"CT",60,27,900
"LA",51,24,880
"NY",56,30,870
"NY",41,45,870
"IL",42,27,850
"GA",39,23,850
"NJ",29,33,840
"IA",52,26,800
"CT",55,28,800
"IL",53,27,800
"FL",41,26,800
"IL",71,27,800
"CT",54,27,800
"FL",79,28,800
"TN",60,6,800
"NJ",12,16,800
"IL",41,24,800
"FL",50,16,800
"GA",62,20,800
"WA",72,24,800
"NJ",46,26,750
"VA",39,27,750
"FL",74,2,750
"WA",67,23,750
"NJ",28,26,750
"NJ",27,23,750
"WV",67,5,700
"GA",55,28,700
"FL",59,11,700
"NV",60,26,600
"FL",78,5,600
"CA",86,11,600
"TX",45,25,600
"FL",69,3,600
"CA",61,22,580
"AZ",56,28,560
"AL",86,14,560
"WV",59,12,550
"DC",87,11,550
"CT",70,14,500
"MD",44,14,500
"NJ",49,1,500
"VA",20,14,500
"CA",61,28,500
"CT",37,7,500
"FL",64,4,500
"CT",36,14,500
"IL",65,13,500
"FL",47,14,500
"VA",41,14,500
"FL",65,6,500
"MO",53,10,500
"NJ",41,3,500
"VA",47,13,500
"RI",56,14,500
"FL",49,9,500
"MA",71,4,500
"FL",57,10,460
"FL",66,3,450
"IL",66,26,450
"AL",43,12,450
"IL",61,12,400
"LA",73,7,400
"FL",46,7,400
"CT",69,5,400
"FL",74,5,400
"IL",56,13,400
"NV",68,8,380
"WV",27,6,380
"FL",43,3,350
"FL",70,1,350
"FL",68,1,350
"CA",63,7,350
"IN",53,7,300
"MA",59,6,300
"FL",71,3,300
"CA",76,7,300
"CA",70,7,300
"FL",89,2,300
"VA",62,2,300
"FL",67,1,300
"FL",73,1,300
"MO",59,5,300
"MA",54,7,300
"MA",51,6,300
"LA",78,5,270
"CA",73,13,250
"CA",57,14,250
"PA",70,6,250
"FL",74,1,250
"VA",73,6,250
"NY",77,2,240
"NY",84,5,240
"TX",81,3,230
"LA",64,4,230
"IL",89,4,220
"NJ",52,5,200
"LA",77,4,200
"FL",86,2,200
"MO",55,7,200
"MO",57,6,200
"FL",78,4,200
"IN",87,1,200
"NY",86,3,200
"IN",88,2,200
"NY",75,3,200
"FL",54,1,200
"FL",73,1,200
"CA",57,6,200
"IL",65,4,200
"NY",84,2,200
"NY",74,2,200
"LA",82,3,180
"AL",47,3,180
"MA",85,1,160
"KS",90,4,150
"DC",58,1,150
"DC",43,1,150
"IN",63,2,150
"IN",84,2,150
"FL",77,2,150
"OH",72,2,150
"VA",58,1,150
"AL",65,1,150
"DC",36,2,150
"VA",44,1,150
"CA",75,6,130
"FL",72,1,120
"PA",57,1,120
"IL",46,3,120
"IN",63,1,100
"NY",72,1,100
"WV",39,1,100
"VA",56,3,100
"NY",74,1,100
"IN",46,3,100
"FL",89,1,100
"NY",84,1,100
"NY",82,1,100
"FL",68,1,100
"IL",48,3,100
"PA",57,1,100
"FL",73,1,100
"IL",67,1,100
"FL",93,3,100
"FL",52,4,100
"FL",78,1,100
"MA",85,1,100
"VA",65,1,100
"IN",45,3,100
"MA",89,1,90
"MA",88,1,90
"NY",79,1,80
"NY",77,1,80
"NY",80,1,80
"NY",90,1,60
"VA",57,1,60
"FL",67,1,60
"NY",63,1,60
"NY",78,1,60
"NY",79,1,60
"NJ",24,1,60
"NY",83,1,60
"NY",64,1,60
"NY",68,1,60
"NY",82,1,60
"NY",80,1,60
"FL",87,1,50
"FL",91,1,50
"MD",67,1,50
"FL",53,2,50
"IN",49,1,50
"VA",34,1,50
"OH",64,1,50
"NY",79,1,40
"NY",79,1,40
"MI",75,1,40
"NY",75,1,40
"KS",48,2,30
"CA",56,505,8400
"NY",76,185,4600
"OH",62,124,4300
"MN",45,102,4000
"VA",42,121,3600
"MD",84,124,3600
"TN",48,79,3400
"IL",30,125,3200
"IL",50,110,3200
"FL",62,84,3000
"LA",37,124,3000
"NJ",50,111,3000
"LA",61,128,3000
"CA",66,107,2800
"MS",33,109,2800
"IL",32,111,2800
"GA",68,124,2800
"IL",71,122,2800
"NJ",27,53,2700
"VA",51,41,2700
"VA",50,35,2400
"DC",91,55,2400
"CA",41,125,2300
"NJ",40,85,2200
"CA",64,88,2200
"WV",40,48,2200
"NJ",64,46,2200
"NJ",66,45,2200
"FL",62,73,2100
"MI",48,134,2000
"GA",61,67,2000
"NY",88,60,2000
"DC",44,84,2000
"VA",42,55,2000
"GA",65,55,2000
"DC",66,53,2000
"MA",43,54,1900
"FL",43,62,1900
"MD",60,60,1900
"IL",83,57,1900
"IL",41,63,1800
"NJ",52,55,1800
"NJ",49,39,1800
"MD",52,62,1800
"IL",57,53,1800
"IL",55,61,1800
"MD",44,60,1700
"VA",36,61,1700
"LA",39,51,1700
"VA",47,33,1700
"VA",34,27,1700
"WA",60,81,1600
"NJ",49,55,1600
"IN",31,60,1600
"FL",54,56,1600
"LA",70,61,1600
"LA",66,55,1600
"NJ",35,55,1600
"NJ",54,54,1600
"FL",70,50,1600
"CA",66,55,1500
"IL",31,47,1500
"IL",38,62,1500
"NJ",34,55,1500
"GA",48,52,1500
"IL",45,56,1500
"NJ",26,26,1500
"TX",37,56,1400
"MA",73,48,1400
"NJ",10,27,1300
"OK",33,20,1300
"WI",78,51,1300
"NJ",35,27,1300
"VA",51,23,1300
"NJ",53,42,1200
"DC",84,26,1200
"MD",57,20,1200
"GA",61,35,1200
"DC",44,30,1200
"OH",50,25,1200
"NY",70,39,1100
"CA",66,45,1100
"CA",61,62,1100
"VA",42,26,1100
"WV",46,27,1100
"AZ",55,55,1100
"VA",52,27,1100
"CA",57,56,1000
"CT",87,24,1000
"CT",83,20,1000
"RI",75,31,1000
"VA",54,24,1000
"MA",67,27,1000
"FL",28,39,1000
"NY",70,30,1000
"CT",72,25,1000
"MS",86,12,1000
"CT",74,26,1000
"FL",60,15,1000
"IL",56,27,990
"MI",46,34,970
"IL",63,27,960
"NY",80,26,960
"WI",56,28,960
"NY",83,34,960
"NY",78,26,960
"NY",77,29,900
"MD",57,26,900
"IN",76,26,900
"NY",53,29,900
"NY",73,30,900
"VA",38,27,900
"GA",68,25,900
"NY",42,31,900
"CT",40,35,900
"NJ",56,18,900
"GA",45,25,900
"NY",82,1,900
"NY",60,28,870
"FL",77,21,850
"FL",70,102,850
"CA",61,9,850
"FL",77,15,850
"MO",72,26,850
"MS",44,33,850
"FL",45,4,800
"IL",56,26,800
"CA",82,27,750
"IN",81,20,750
"NJ",23,24,750
"DC",90,9,750
"GA",55,27,750
"LA",59,27,750
"CA",81,21,750
"VA",73,5,750
"VA",82,9,750
"DC",87,21,700
"PA",66,26,700
"MI",43,22,700
"FL",88,12,700
"FL",38,20,700
"VA",57,10,680
"MI",63,45,650
"IA",43,6,650
"IA",51,10,650
"GA",43,20,650
"IN",38,20,600
"HI",80,6,600
"FL",75,6,600
"NY",79,18,600
"OH",69,10,600
"FL",72,5,600
"CA",55,23,580
"CT",55,14,540
"TX",59,27,520
"IN",45,14,500
"FL",80,3,500
"DC",71,11,500
"VA",37,13,500
"OH",57,13,500
"NJ",84,6,500
"CT",61,11,500
"OH",59,13,500
"FL",46,12,500
"IL",55,5,500
"GA",45,16,500
"AL",85,3,500
"RI",71,7,500
"MS",87,8,500
"WV",46,5,500
"WV",48,4,500
"WV",47,4,500
"VA",71,7,500
"MO",64,8,480
"WI",52,14,470
"MA",44,13,460
"OH",50,13,450
"MD",53,12,450
"VA",33,13,430
"FL",52,8,400
"HI",84,4,400
"CA",71,10,400
"DC",46,28,400
"IL",51,12,400
"IL",46,13,400
"FL",79,2,400
"FL",68,11,400
"DC",57,11,400
"CA",65,13,400
"WV",69,5,400
"OH",57,5,350
"IA",67,4,350
"IN",53,4,350
"VA",69,7,330
"IL",64,7,330
"IL",35,7,300
"MA",65,6,300
"AL",40,7,300
"TX",38,4,300
"MA",37,6,300
"MO",61,4,300
"DC",33,5,300
"MO",27,6,300
"MA",69,2,300
"IA",45,2,300
"MO",77,4,300
"MO",58,3,300
"DC",90,3,300
"VA",33,10,300
"MA",65,6,300
"CA",61,9,300
"MA",44,3,300
"MO",43,7,300
"FL",70,2,300
"MO",26,6,300
"MS",87,4,300
"WV",73,2,300
"NY",50,23,300
"MA",80,6,300
"VA",89,2,280
"CT",61,6,280
"CA",50,14,270
"CT",39,6,260
"IN",72,7,250
"FL",85,1,250
"OH",55,3,250
"VA",65,6,250
"OH",46,2,250
"MA",59,6,240
"VA",74,1,230
"FL",66,6,210
"MA",70,2,200
"WV",30,2,200
"FL",84,1,200
"FL",62,1,200
"GA",53,6,200
"FL",66,5,200
"IN",51,6,200
"MA",38,2,200
"NY",62,12,200
"CA",56,3,200
"FL",41,10,200
"MD",67,3,200
"IN",48,6,200
"IN",55,6,200
"GA",52,4,200
"MS",86,3,200
"MS",82,1,200
"NY",78,3,200
"VA",83,2,200
"IN",50,7,200
"MA",85,2,190
"OH",60,2,170
"OH",74,1,170
"GA",55,5,170
"MA",68,1,160
"MA",82,2,160
"IN",65,2,160
"OH",84,1,160
"OH",74,2,160
"NJ",67,3,160
"MA",78,1,150
"IN",64,2,150
"VA",77,1,150
"OH",83,2,150
"IN",64,1,150
"IN",52,3,150
"OH",82,3,150
"VA",38,2,140
"CA",48,7,140
"DC",47,3,130
"VA",39,4,130
"MO",62,1,120
"MO",53,1,120
"NY",90,2,120
"NY",86,1,120
"VA",88,2,110
"IN",90,1,100
"IN",86,1,100
"NY",60,1,100
"NY",81,1,100
"IN",77,1,100
"MA",82,1,100
"NY",51,1,100
"MA",75,1,100
"IN",24,2,100
"OH",82,1,100
"NY",75,1,100
"FL",77,2,100
"NY",89,1,100
"IA",63,1,100
"MI",79,2,100
"TN",89,1,100
"NY",76,1,100
"VA",84,1,100
"VA",86,1,100
"DC",67,1,100
"MD",65,1,100
"FL",92,1,100
"FL",85,1,100
"IL",52,4,100
"NY",59,2,90
"CA",73,2,90
"MA",68,1,90
"IN",76,1,81
"NY",77,1,80
"NY",90,1,80
"NY",76,1,80
"NY",91,1,80
"NY",92,1,80
"OH",83,1,70
"NY",79,1,70
"NY",80,1,60
"NY",87,1,60
"NY",88,1,60
"NY",87,1,60
"NY",72,1,60
"NY",87,1,60
"NY",53,1,60
"NY",73,1,60
"NY",59,1,60
"IN",64,1,60
"NY",55,12,60
"NY",90,1,60
"FL",15,1,60
"OH",62,2,50
"FL",50,2,50
"NY",77,1,40
"NY",78,1,40
"DC",76,1,40
"NY",63,1,40
"NY",90,1,40
"DC",66,1,20
"IL",45,249,6000
"NY",82,170,4900
"CA",77,247,4500
"CA",58,188,4400
"NC",49,124,3200
"TN",39,126,3200
"CT",52,113,3200
"FL",82,97,3000
"MD",35,79,2900
"WA",65,71,2900
"LA",35,123,2800
"FL",51,84,2700
"WI",52,92,2600
"VA",35,55,2500
"DC",41,59,2400
"NJ",67,81,2400
"DC",55,57,2400
"VA",98,28,2400
"OH",51,61,2200
"CA",57,82,2200
"CA",37,84,2200
"MD",66,8,2100
"CA",64,78,2100
"NJ",49,85,2100
"FL",86,76,2100
"FL",53,76,2100
"GA",59,58,2100
"PA",29,66,2100
"GA",70,53,2000
"CA",55,111,2000
"GA",68,43,2000
"IL",51,61,1900
"WI",44,51,1900
"WI",51,55,1900
"LA",64,25,1900
"MD",64,47,1900
"VA",47,46,1900
"IL",68,69,1800
"AL",52,79,1800
"WI",61,53,1800
"NJ",45,54,1800
"VA",45,49,1800
"OH",72,46,1800
"FL",38,43,1800
"DC",37,60,1800
"PA",61,62,1700
"NY",75,58,1700
"NJ",72,53,1600
"GA",52,45,1600
"NJ",44,55,1600
"NY",74,56,1600
"CT",32,55,1600
"FL",52,59,1600
"NJ",40,50,1600
"NY",55,49,1600
"IL",49,57,1500
"IL",41,54,1500
"FL",82,25,1500
"IN",47,56,1500
"IL",5,40,1500
"CT",75,39,1400
"CT",79,37,1400
"IL",37,51,1400
"MS",47,55,1400
"CT",70,48,1400
"CA",75,48,1300
"CA",79,46,1200
"TX",39,49,1200
"MD",68,27,1200
"NY",72,23,1200
"CA",78,57,1200
"VA",42,28,1200
"PA",69,26,1100
"MD",85,31,1100
"PA",45,27,1100
"NH",72,27,1100
"WI",83,45,1000
"OH",53,27,1000
"VA",79,5,1000
"IL",73,27,1000
"NY",53,23,1000
"FL",68,14,1000
"IL",44,41,1000
"NY",53,23,1000
"MD",76,12,1000
"CT",52,29,1000
"NJ",31,29,1000
"WV",29,25,1000
"DC",85,11,950
"MD",45,27,950
"MA",75,25,950
"WI",72,21,900
"FL",96,22,900
"NY",65,29,900
"MA",63,27,900
"NY",55,26,900
"NY",62,28,900
"LA",51,20,900
"TX",54,27,900
"NY",86,29,900
"NY",74,29,900
"CA",56,56,900
"CT",77,30,880
"AL",32,18,850
"MA",75,24,810
"FL",62,10,800
"NY",59,29,800
"MO",65,25,800
"TX",45,26,800
"ME",83,6,800
"MN",46,21,800
"GA",70,26,750
"GA",44,23,750
"GA",42,19,750
"NJ",39,18,720
"WA",71,22,700
"MD",74,13,700
"LA",45,18,700
"DC",73,5,700
"CA",48,25,700
"NJ",72,12,650
"VA",78,13,600
"VA",81,5,600
"OH",49,13,600
"WV",70,6,600
"NJ",45,10,600
"CA",73,23,590
"CA",68,27,580
"NJ",49,19,560
"OH",63,11,560
"NJ",65,20,560
"PA",60,13,550
"FL",80,12,550
"OH",78,9,550
"OH",89,11,550
"CA",79,27,540
"VA",82,4,530
"CA",45,28,520
"FL",80,4,500
"KY",84,11,500
"IL",72,13,500
"VA",51,55,500
"VA",48,14,500
"FL",61,3,500
"MA",73,12,480
"CA",77,19,480
"MA",67,13,450
"IA",84,12,430
"IL",74,13,400
"FL",68,2,400
"FL",42,12,400
"NJ",60,8,400
"TX",45,54,400
"CA",80,11,400
"IL",41,12,400
"AL",91,5,400
"IL",68,11,380
"TN",67,6,350
"TN",74,6,350
"GA",55,9,350
"CT",84,1,350
"NY",75,4,350
"NY",51,4,350
"TN",75,4,340
"MA",65,9,320
"NJ",80,4,320
"TN",77,5,320
"FL",80,2,300
"DC",77,5,300
"MA",50,5,300
"NY",79,1,300
"NJ",84,4,300
"NJ",78,3,300
"DC",75,2,300
"VA",78,2,300
"WA",68,12,300
"CA",63,13,300
"NY",84,9,300
"ME",88,2,300
"TX",66,7,300
"WV",83,2,300
"NJ",68,9,280
"CA",61,14,280
"VA",65,6,280
"CA",64,13,260
"VA",43,7,250
"NJ",92,2,250
"MA",72,3,250
"NY",59,5,250
"DC",47,4,250
"MA",79,6,240
"CT",41,5,240
"CT",42,6,240
"VA",57,5,230
"VA",96,2,220
"MS",87,2,220
"NY",76,2,200
"VA",46,1,200
"OH",89,3,200
"NY",77,1,200
"TX",45,7,200
"WV",53,2,200
"NY",83,3,200
"ME",83,1,200
"PA",39,2,200
"MA",30,1,200
"NY",76,3,200
"PA",71,2,200
"VA",65,3,180
"IL",46,6,170
"MA",64,1,160
"MA",78,1,160
"TX",92,3,160
"DC",56,2,160
"DC",57,1,160
"MA",52,1,150
"CA",77,5,150
"IL",56,2,150
"DC",66,3,150
"VA",57,3,150
"PA",72,3,150
"IA",72,3,150
"CA",60,6,140
"NY",80,3,130
"PA",63,3,120
"AL",49,1,100
"NY",79,2,100
"NY",87,1,100
"NY",86,1,100
"NY",84,1,100
"MA",55,1,100
"NY",90,1,100
"NY",90,1,100
"NY",82,1,100
"NY",92,1,100
"NY",92,1,100
"NY",89,1,100
"NY",70,1,100
"NY",79,1,100
"IN",68,3,100
"MA",77,1,100
"NY",81,1,100
"NY",62,2,100
"IL",39,3,90
"NY",82,1,80
"NY",80,1,80
"NY",64,1,80
"CA",79,3,80
"NY",64,1,80
"NJ",76,1,70
"IN",66,1,65
"NY",90,1,60
"NY",89,1,60
"DC",87,1,60
"NY",65,1,60
"NY",81,1,60
"AL",70,1,59
"NY",89,1,40
"DC",70,1,40
"DC",76,1,40
"DC",51,1,40
"NY",67,1,40
"NY",81,1,40
"OH",35,249,6000
"MD",46,112,3500
"FL",78,72,3000
"IL",56,124,3000
"AL",45,55,3000
"WA",69,97,2800
"FL",43,62,2500
"VA",81,41,2500
"VA",86,34,2500
"WI",52,55,2300
"CA",78,95,2300
"NJ",28,43,2300
"MD",63,62,2200
"NH",84,53,2100
"FL",54,71,2100
"MD",36,52,2000
"GA",51,50,2000
"VA",31,50,2000
"IL",46,62,1800
"MO",47,56,1800
"NJ",45,37,1800
"NJ",45,63,1800
"VA",32,52,1800
"PA",24,65,1600
"IN",63,55,1600
"VA",56,51,1500
"IN",33,61,1500
"WA",50,44,1500
"FL",84,47,1500
"IL",53,57,1500
"IN",48,52,1500
"CA",76,50,1500
"NJ",19,49,1500
"VA",33,50,1400
"IL",68,62,1400
"MN",43,61,1400
"CA",72,65,1400
"IL",54,55,1400
"NJ",29,42,1300
"MN",35,63,1300
"WA",73,51,1300
"DC",55,28,1200
"GA",59,38,1200
"CA",69,53,1200
"CA",69,49,1200
"FL",52,33,1200
"CA",65,51,1200
"GA",52,40,1200
"CA",62,50,1000
"PA",67,27,1000
"TX",39,49,1000
"VA",73,26,1000
"MD",71,29,1000
"NC",80,18,1000
"NY",50,27,1000
"NY",56,28,960
"KY",71,22,900
"MA",74,27,900
"NJ",27,27,900
"OH",57,25,900
"WI",84,23,900
"NY",55,28,880
"IL",46,27,870
"FL",60,32,850
"CT",38,27,800
"DC",66,6,800
"CT",36,28,800
"VA",25,28,800
"CA",61,20,800
"CA",48,23,800
"TN",31,28,800
"NJ",42,19,750
"NY",77,21,710
"WA",81,25,700
"WA",83,26,700
"NJ",47,17,700
"WA",81,25,640
"OH",64,13,600
"NH",87,8,600
"CA",71,26,600
"CA",70,17,600
"CT",40,27,600
"CA",36,28,580
"NJ",54,19,560
"OH",85,8,550
"KY",72,11,550
"CA",83,26,540
"OH",75,12,520
"MO",84,12,500
"NH",81,12,500
"NJ",32,17,500
"VA",58,3,500
"FL",57,9,500
"MO",77,6,500
"VA",55,11,450
"NJ",51,13,450
"NJ",75,13,450
"IL",42,13,430
"MA",56,4,430
"WA",88,10,430
"GA",54,12,400
"MA",64,6,400
"AL",78,6,400
"IL",39,13,400
"CT",83,4,400
"MS",74,3,400
"WI",65,12,400
"GA",30,14,400
"IA",62,11,400
"VA",46,14,400
"VA",21,12,400
"TN",45,13,400
"TN",41,11,400
"MO",31,9,400
"MO",63,4,400
"PA",66,9,400
"GA",79,6,380
"LA",48,10,380
"FL",71,10,350
"TN",93,4,350
"WA",89,5,350
"NY",94,4,350
"VA",58,8,330
"NJ",84,9,330
"TX",38,15,300
"VA",62,6,300
"VA",43,5,300
"NH",72,1,300
"MA",29,7,300
"IA",67,7,300
"IA",71,5,300
"IA",74,3,300
"NY",83,3,280
"MO",84,4,280
"OH",54,4,270
"CA",70,13,270
"CA",80,12,270
"NY",43,1,260
"PA",73,2,260
"OH",80,3,260
"VA",48,4,260
"VA",28,6,250
"IA",60,6,250
"IA",61,6,250
"NJ",81,10,250
"NJ",72,5,250
"IA",59,5,250
"PA",77,3,250
"MO",55,3,250
"MO",55,3,250
"NY",84,5,240
"NJ",90,2,240
"VA",62,5,240
"NJ",67,4,230
"CA",42,11,230
"VA",42,6,230
"KY",49,5,220
"OH",51,3,210
"VA",37,4,200
"VA",65,1,200
"DC",93,1,200
"PA",75,2,200
"NY",93,2,200
"MO",80,2,200
"WV",91,1,200
"NY",80,1,200
"OH",84,3,200
"OH",56,3,200
"NY",80,3,190
"OH",85,3,190
"DC",92,1,180
"CA",33,7,180
"MO",79,2,180
"MO",82,2,180
"OH",57,3,170
"IL",36,7,150
"IA",50,2,150
"FL",66,2,150
"WA",69,3,150
"IL",40,6,150
"WV",92,1,150
"WV",93,1,150
"NJ",53,2,140
"NJ",75,3,130
"VA",74,2,120
"VA",40,3,120
"MA",47,1,120
"IA",83,1,100
"VA",80,1,100
"MA",83,1,100
"IN",67,1,100
"NY",80,2,100
"DC",92,2,100
"VA",22,5,100
"IA",79,1,100
"MO",69,1,100
"MO",81,1,100
"MO",82,1,100
"MO",33,1,100
"TX",77,1,80
"NJ",50,1,80
"NY",73,1,80
"TX",87,1,60
"NY",91,1,60
"NY",87,1,50
"NY",94,1,40
"NY",69,1,40
"DC",38,1,40
"NJ",33,1,10
